"","number","city","state","freq","date"
"1",143,"HOUSTON","TX",0.34375,"9-4"
"2",53,"AUSTIN","TX",0.127403846153846,"9-4"
"3",21,"DALLAS","TX",0.0504807692307692,"9-4"
"88",17,"LASVEGAS","NV",0.0408653846153846,"9-4"
"4",14,"COLLEGESTATION","TX",0.0336538461538462,"9-4"
"5",13,"SANANTONIO","TX",0.03125,"9-4"
"6",11,"MIDLAND","TX",0.0264423076923077,"9-4"
"78",8,"BOSTON","MA",0.0192307692307692,"9-4"
"7",7,"FORTWORTH","TX",0.0168269230769231,"9-4"
"8",7,"KATY","TX",0.0168269230769231,"9-4"
"9",6,"ODESSA","TX",0.0144230769230769,"9-4"
"10",6,"RICHMOND","TX",0.0144230769230769,"9-4"
"11",5,"SPRING","TX",0.0120192307692308,"9-4"
"12",4,"CORPUSCHRISTI","TX",0.00961538461538462,"9-4"
"73",4,"NEWORLEANS","LA",0.00961538461538462,"9-4"
"13",3,"ARLINGTON","TX",0.00721153846153846,"9-4"
"14",3,"CYPRESS","TX",0.00721153846153846,"9-4"
"15",3,"LEAGUECITY","TX",0.00721153846153846,"9-4"
"16",3,"LUBBOCK","TX",0.00721153846153846,"9-4"
"79",3,"QUINCY","MA",0.00721153846153846,"9-4"
"17",2,"BAYCITY","TX",0.00480769230769231,"9-4"
"18",2,"BAYTOWN","TX",0.00480769230769231,"9-4"
"19",2,"BEAUMONT","TX",0.00480769230769231,"9-4"
"20",2,"ELGIN","TX",0.00480769230769231,"9-4"
"21",2,"FRISCO","TX",0.00480769230769231,"9-4"
"22",2,"GALVESTONCOUNTY","TX",0.00480769230769231,"9-4"
"23",2,"HUMBLE","TX",0.00480769230769231,"9-4"
"24",2,"NAVASOTA","TX",0.00480769230769231,"9-4"
"25",2,"PEARLAND","TX",0.00480769230769231,"9-4"
"74",2,"VIDALIA","LA",0.00480769230769231,"9-4"
"80",2,"CAMBRIDGE","MA",0.00480769230769231,"9-4"
"26",1,"ABILENE","TX",0.00240384615384615,"9-4"
"27",1,"AGGIELAND","TX",0.00240384615384615,"9-4"
"28",1,"AUSTIN/COLLEGESTATION","TX",0.00240384615384615,"9-4"
"29",1,"BELLAIRE","TX",0.00240384615384615,"9-4"
"30",1,"BELTON","TX",0.00240384615384615,"9-4"
"31",1,"BURNE","TX",0.00240384615384615,"9-4"
"32",1,"CEDARPARK","TX",0.00240384615384615,"9-4"
"33",1,"CLEBURNE","TX",0.00240384615384615,"9-4"
"34",1,"COMMERCE","TX",0.00240384615384615,"9-4"
"35",1,"CYPESSSPRINGS","TX",0.00240384615384615,"9-4"
"36",1,"DALLAS/FORTWORTH","TX",0.00240384615384615,"9-4"
"37",1,"DENTON","TX",0.00240384615384615,"9-4"
"38",1,"GARLAND","TX",0.00240384615384615,"9-4"
"39",1,"GRAPEVINE","TX",0.00240384615384615,"9-4"
"40",1,"HOUSTON/HUMBLE","TX",0.00240384615384615,"9-4"
"41",1,"KELLER","TX",0.00240384615384615,"9-4"
"42",1,"KILLEEN","TX",0.00240384615384615,"9-4"
"43",1,"KLEIN","TX",0.00240384615384615,"9-4"
"44",1,"KOUNTZE","TX",0.00240384615384615,"9-4"
"45",1,"LAMESA","TX",0.00240384615384615,"9-4"
"46",1,"LEWISVILLE","TX",0.00240384615384615,"9-4"
"47",1,"LUMBERTON","TX",0.00240384615384615,"9-4"
"48",1,"MARSHALL","TX",0.00240384615384615,"9-4"
"49",1,"MARTIN'SMILL","TX",0.00240384615384615,"9-4"
"50",1,"MCALLEN","TX",0.00240384615384615,"9-4"
"51",1,"MISSOURICITY","TX",0.00240384615384615,"9-4"
"52",1,"MONTGOMERY","TX",0.00240384615384615,"9-4"
"53",1,"NEWORLEANSTOAUSTIN","TX",0.00240384615384615,"9-4"
"54",1,"OVILLA","TX",0.00240384615384615,"9-4"
"55",1,"PASADENA","TX",0.00240384615384615,"9-4"
"56",1,"PHARR","TX",0.00240384615384615,"9-4"
"57",1,"PLEASANTON","TX",0.00240384615384615,"9-4"
"58",1,"PORTARTHUR","TX",0.00240384615384615,"9-4"
"59",1,"QATIF/HOUSTON","TX",0.00240384615384615,"9-4"
"60",1,"RICHARDSON","TX",0.00240384615384615,"9-4"
"61",1,"RIDGEMONT","TX",0.00240384615384615,"9-4"
"62",1,"ROBINSON","TX",0.00240384615384615,"9-4"
"63",1,"ROSENBERG","TX",0.00240384615384615,"9-4"
"64",1,"ROUNDROCK","TX",0.00240384615384615,"9-4"
"65",1,"ROYSECITY","TX",0.00240384615384615,"9-4"
"66",1,"RUSK","TX",0.00240384615384615,"9-4"
"67",1,"SENTAI","TX",0.00240384615384615,"9-4"
"68",1,"SHENANDOAH","TX",0.00240384615384615,"9-4"
"69",1,"SHITGETREAL","TX",0.00240384615384615,"9-4"
"70",1,"SUGARLAND","TX",0.00240384615384615,"9-4"
"71",1,"TEXASCITY","TX",0.00240384615384615,"9-4"
"72",1,"WESTUNIVERSITYPLACE","TX",0.00240384615384615,"9-4"
"75",1,"LAFAYETTE","LA",0.00240384615384615,"9-4"
"76",1,"MADISONVILLE","LA",0.00240384615384615,"9-4"
"77",1,"NATCHITOCHES","LA",0.00240384615384615,"9-4"
"81",1,"ACTON","MA",0.00240384615384615,"9-4"
"82",1,"BEDFORD","MA",0.00240384615384615,"9-4"
"83",1,"CHESTNUTHILL","MA",0.00240384615384615,"9-4"
"84",1,"FALLRIVER","MA",0.00240384615384615,"9-4"
"85",1,"NORTHAMPTON","MA",0.00240384615384615,"9-4"
"86",1,"SPRINGFIELD","MA",0.00240384615384615,"9-4"
"87",1,"WELLESLEY","MA",0.00240384615384615,"9-4"
"89",1,"CARSONCITY","NV",0.00240384615384615,"9-4"
"90",1,"NORTHLASVEGAS","NV",0.00240384615384615,"9-4"
"91",1,"WESTWENDOVER","NV",0.00240384615384615,"9-4"
