"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1390","RT @Clinicient: Support therapists affected by #HurricaneHarvey. Donate to the relief fund today. https://t.co/lcQ8RcTOED https://t.co/eUS3…",FALSE,0,NA,"2017-09-07 22:47:06",FALSE,NA,905925420704509952,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NancyBeckley",3,TRUE,FALSE,NA,NA,"Milwaukee, WI","en","http://pbs.twimg.com/profile_images/858354217706303490/0vHh80ix_normal.jpg"
"1391","RT @BofA_News: #HurricaneHarvey Update: We have 2 mobile ATM units running in Houston, TX at 5214 Kirby Dr and 9710 Bissonnet https://t.co/…",FALSE,0,NA,"2017-09-07 22:46:57",FALSE,NA,905925384818102272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lshpritz",27,TRUE,FALSE,NA,NA,"Charlotte, NC","en","http://pbs.twimg.com/profile_images/1230509773/image_normal.jpg"
"1392","RT @JessKeepTalking: Want to help after #HurricaneHarvey? Donate to #BoilerUp4Houston out of our own @PurdueAg! https://t.co/vtVwbqrjcy via…",FALSE,0,NA,"2017-09-07 22:46:43",FALSE,NA,905925325363843072,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brandonallen__",1,TRUE,FALSE,NA,NA,"Portsmouth, VA 757","en","http://pbs.twimg.com/profile_images/784420908286914560/R9kd2jvn_normal.jpg"
"1393","With #HurricaneHarvey and #Irma, let's turn disaster into climate and clean energy action via @NRDC  https://t.co/ZZLx7PKmzC",FALSE,1,NA,"2017-09-07 22:46:43",FALSE,NA,905925324919230464,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IWOP2013",1,FALSE,FALSE,NA,NA,"West Midlands UK","en","http://pbs.twimg.com/profile_images/846170801711857664/nU2HLumL_normal.jpg"
"1394","RT @Pantone294: Our first stop was to Bethel's Heavenly Hands in Houston, TX. We met some amazing people and volunteers. 

#HurricaneHarvey…",FALSE,0,NA,"2017-09-07 22:46:37",FALSE,NA,905925300495687680,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DodgersLowDown",36,TRUE,FALSE,NA,NA,"Norwalk,CA","en","http://pbs.twimg.com/profile_images/908329675008622593/f6glhxxx_normal.jpg"
"1395","RT @GOP: RT to thank @POTUS and @FLOTUS for their personal donation to the #HurricaneHarvey relief efforts. https://t.co/A9ksK6SHW9",FALSE,0,NA,"2017-09-07 22:46:28",FALSE,NA,905925260616355840,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Huracanivm",6530,TRUE,FALSE,NA,NA,"Wisconsin, USA","en","http://pbs.twimg.com/profile_images/907457214868226048/rRgfF5SU_normal.jpg"
"1396","By simply reading this story you're helping #HurricaneHarvey victims.The author gets paid by the views &amp; is donatin… https://t.co/UdWAjJ1mHP",FALSE,8,NA,"2017-09-07 22:46:20",TRUE,NA,905925228399923200,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MikeGarrigan23",2,FALSE,FALSE,NA,NA,"Rockford, Illinois","en","http://pbs.twimg.com/profile_images/3664057932/2c134455d33c2369ec189128f399637d_normal.jpeg"
"1397","@nytimes MAKE AMERICA...WELL...REBUILD AMERICA
#MAGA #Trump #corporations #elites #politicians #HurricaneHarvey… https://t.co/9l4wacqECU",FALSE,1,"nytimes","2017-09-07 22:46:19",TRUE,905924940662235136,905925222683082752,807095,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DaWholeTwuth",0,FALSE,FALSE,NA,NA,"Only known location of Life","en","http://pbs.twimg.com/profile_images/547058984075550720/zj5dQLyT_normal.jpeg"
"1398","RT @cathmckenna: #HurricaneHarvey could cost the American economy $70B to $90B. Environmental damage = economic damage #ClimateAction https…",FALSE,0,NA,"2017-09-07 22:46:16",FALSE,NA,905925211224236032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lynn_carleton",21,TRUE,FALSE,NA,NA,"Pierrefonds,Québec, Canada","en-gb","http://pbs.twimg.com/profile_images/631282021998948356/Cj_-NofQ_normal.jpg"
"1399","RT @jeffcouturier: I’m taking commissions for donations to #HurricaneHarvey
relief organizations.

Details are here: https://t.co/lmW8DyYP1…",FALSE,0,NA,"2017-09-07 22:46:15",FALSE,NA,905925206262386688,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrawlixComics",5,TRUE,FALSE,NA,NA,"England, United Kingdom","en","http://pbs.twimg.com/profile_images/905143934124425219/WFkeSaVT_normal.jpg"
"1400","RT @Teamsters: #Teamsters in TX are working hard to help our brothers and sisters in need after #HurricaneHarvey. Support here: https://t.c…",FALSE,0,NA,"2017-09-07 22:46:06",FALSE,NA,905925169797107712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JimKilbane",17,TRUE,FALSE,NA,NA,"Cleveland, OH","en","http://pbs.twimg.com/profile_images/884851220317446145/0Qzjume-_normal.jpg"
"1401","RT @QueenieG2017: You have to wonder. #hurricaneirma2017 #HurricaneJose #HurricaneHarvey #ClimateChangeIsReal https://t.co/K4m5G6HXNx",FALSE,0,NA,"2017-09-07 22:46:02",FALSE,NA,905925154219417600,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tinderellagenda",1046,TRUE,FALSE,NA,NA,"London, England","en-gb","http://pbs.twimg.com/profile_images/653560922934509568/1QqE2P0K_normal.jpg"
"1402","RT @zenxv: Bitcoin Pledge Drive for #HurricaneHarvey: any trading profits I make before Monday will be donated to https://t.co/lQtjEYliLI,…",FALSE,0,NA,"2017-09-07 22:46:00",FALSE,NA,905925144757100544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lettistruluv",9,TRUE,FALSE,NA,NA,"England","en","http://pbs.twimg.com/profile_images/698357059482288128/-rceAN0D_normal.png"
"1403","RT @theaceofspaeder: Wrote this on Jose Altuve. All proceeds to benefit those impacted by #HurricaneHarvey. More views = larger donation. h…",FALSE,0,NA,"2017-09-07 22:45:57",FALSE,NA,905925132316807168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ikeeponplaying",726,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/847177593824489472/8p8PARgi_normal.jpg"
"1404",".@JAHLIONSOUND called out @ATLBlack_Tony for lying about helping out #HurricaneHarvey survivors in #Houston... https://t.co/WAp3fwAn0c #RSMS",FALSE,3,NA,"2017-09-07 22:45:43",FALSE,NA,905925075127472128,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TheRSMS",2,FALSE,FALSE,NA,NA,"All Over The U.S.","en","http://pbs.twimg.com/profile_images/595254059075903489/TfYD9qrV_normal.jpg"
"1405","@CNN MAKE AMERICA...WELL...REBUILD AMERICA
#MAGA #Trump #corporations #elites #politicians #HurricaneHarvey… https://t.co/pNyNKb2Xk1",FALSE,2,"CNN","2017-09-07 22:45:42",TRUE,905924903462948864,905925070304022528,759251,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DaWholeTwuth",2,FALSE,FALSE,NA,NA,"Only known location of Life","en","http://pbs.twimg.com/profile_images/547058984075550720/zj5dQLyT_normal.jpeg"
"1406","Let's come together and help those impacted by #HurricaneHarvey. Visit a TD Bank Friday, September 8 to help those… https://t.co/Jn1dutbhAS",FALSE,13,NA,"2017-09-07 22:45:38",TRUE,NA,905925051307970560,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TDBank_US",6,FALSE,FALSE,NA,NA,"Maine to Florida","en","http://pbs.twimg.com/profile_images/748874214682288130/VeD6fJ8X_normal.jpg"
"1407","RT @wOKelahoma: <ed><U+00A0><U+00BC><ed><U+00BC><U+009F>ASTROFEST<ed><U+00A0><U+00BD><ed><U+00BA><U+0080>
•9/15•
OK artists &amp; creatives all coming together for a great cause <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>
+ all $ will help w/ #hurricaneharvey 
<ed><U+00A0><U+00BC><ed><U+00BE><U+00A8>:…",FALSE,0,NA,"2017-09-07 22:45:35",FALSE,NA,905925038188232704,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EjayeGlobal",48,TRUE,FALSE,NA,NA,"1/2 of fxe ","en","http://pbs.twimg.com/profile_images/898343457919561728/lJ-GewyD_normal.jpg"
"1408","Beauty &amp; the Beasts: #Hurricanes #Katia, #Irma, and #Jose in one spectacular image! #HurricaneHarvey. #HurricaneIrma https://t.co/mAzzRtKEIa",FALSE,0,NA,"2017-09-07 22:45:34",FALSE,NA,905925037969965056,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Notorious_Nava",0,FALSE,FALSE,NA,NA,"Hollywood, Los Angeles","en","http://pbs.twimg.com/profile_images/874476690398781441/aRa5dH5G_normal.jpg"
"1409","RT @javorus_moore: Twitter: I wanna die

#HurricaneHarvey: ok
 
Twitter: https://t.co/xvgW42SYNw",FALSE,0,NA,"2017-09-07 22:45:15",FALSE,NA,905924956097314816,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","edwardsshaun34",31877,TRUE,FALSE,NA,NA,"The 845","en","http://pbs.twimg.com/profile_images/907743986395295750/g9YP5_Yx_normal.jpg"
"1410","RT @fbcoem: Free medical services til Friday Sep 8 from 9 am-7 pm at Christ Clinic for #HurricaneHarvey survivors",FALSE,0,NA,"2017-09-07 22:45:14",FALSE,NA,905924953978966016,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_skrillexxx",59,TRUE,FALSE,NA,NA,"Antigua W.I.","en","http://pbs.twimg.com/profile_images/897892960968298509/Cjvz8T67_normal.jpg"
"1411","#HurricaneHarvey #NFIP Claims Handling Changes - TX (2017) https://t.co/6QZoWZhfRG https://t.co/rEK9VXrBNo",FALSE,0,NA,"2017-09-07 22:45:12",FALSE,NA,905924941706649600,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PLRBConf",0,FALSE,FALSE,NA,NA,"Downers Grove, IL","en","http://pbs.twimg.com/profile_images/510144736389128192/3E0mwxpC_normal.jpeg"
"1412","RT @Storyful: The Power of Emergency Crowdsourcing: How Social Media Helped Rescuers During #HurricaneHarvey | Storyful Blog: https://t.co/…",FALSE,0,NA,"2017-09-07 22:45:11",FALSE,NA,905924937554243584,NA,"<a href=""https://sosv.com"" rel=""nofollow"">sosvnewsbot</a>","SOSVnews",3,TRUE,FALSE,NA,NA,"Global","en","http://pbs.twimg.com/profile_images/769282440309288960/yJjm6NNp_normal.jpg"
"1413","RT @MormonNewsroom: As recovery from #HurricaneHarvey began, @UchtdorfDF visited Mormons assisting the cleanup efforts. Watch the highlight…",FALSE,0,NA,"2017-09-07 22:45:09",FALSE,NA,905924929161273344,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SessionsAllison",36,TRUE,FALSE,NA,NA,"Rexburg, ID","en","http://pbs.twimg.com/profile_images/895077769268408320/tPXlKRGT_normal.jpg"
"1414",".@MattFinnFNC did a great job w/Harvey! Stay safe in my favorite state during Irma! #HurricaneHarvey… https://t.co/42g60V5UZr",FALSE,1,NA,"2017-09-07 22:45:07",TRUE,NA,905924923171975168,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LivingAndLizing",0,FALSE,FALSE,NA,NA,"Bergen County, New Jersey","en","http://pbs.twimg.com/profile_images/904583879700439040/wfCA0EXV_normal.jpg"
"1415","RT @lynnroebuck: Our @POTUS and @FLOTUS gift to the #HurricaneHarvey relief efforts. https://t.co/gwR3CElM5D",FALSE,0,NA,"2017-09-07 22:45:07",FALSE,NA,905924922559660032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dude_america",1,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/785286148881018880/Q9XBw9Zf_normal.jpg"
"1416","@nflnetwork @NFL @Patriots @WillieMcGinest MAKE AMERICA...WELL...REBUILD AMERICA
#MAGA #Trump #corporations #elites… https://t.co/8ICK1xrPWi",FALSE,1,"nflnetwork","2017-09-07 22:45:02",TRUE,905924407029252096,905924902728949760,19362299,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DaWholeTwuth",0,FALSE,FALSE,NA,NA,"Only known location of Life","en","http://pbs.twimg.com/profile_images/547058984075550720/zj5dQLyT_normal.jpeg"
"1417","RT @JensenAckles: Still going strong.  So impressed.  So thankful for this network and family.  #SPNFamily #HurricaneHarvey https://t.co/gG…",FALSE,0,NA,"2017-09-07 22:45:02",FALSE,NA,905924899893641216,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bmay4532",4055,TRUE,FALSE,NA,NA,"KY","en","http://pbs.twimg.com/profile_images/871554585932046336/S4yjC8KR_normal.jpg"
"1418","RT @TheCHAUSA: A Prayer for Hurricane Victims https://t.co/juMso6Vw77
#HurricaneHarvey #HurricaneIrma",FALSE,0,NA,"2017-09-07 22:44:53",FALSE,NA,905924865697374208,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rosie__Perez",5,TRUE,FALSE,NA,NA,"Irvine, CA","en","http://pbs.twimg.com/profile_images/3073655522/479fc1556a40bc2b1e9e8e23a7db0c79_normal.jpeg"
"1419","@GovAbbott ""If you need $$help call 1-800-621-3362 #FEMA /apply online https://t.co/zfYJktVeCs "" #HurricaneHarvey  https://t.co/MsXx3VsjHO …",FALSE,0,"GovAbbott","2017-09-07 22:44:50",FALSE,NA,905924852535648256,19291441,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","patriot101",0,FALSE,FALSE,NA,NA,"Phoenix, AZ","en","http://pbs.twimg.com/profile_images/586702847405793280/brX1iRQO_normal.jpg"
"1420","We have 100 shelters on their way to Texas as a donation to the @TexasGuard to help those affected by… https://t.co/in9noCcUIa",FALSE,5,NA,"2017-09-07 22:44:48",TRUE,NA,905924842825818112,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ezupshelters",2,FALSE,FALSE,NA,NA,"Norco, CA","en","http://pbs.twimg.com/profile_images/794302792550617088/Ckrlh5NZ_normal.jpg"
"1421","RT @salarmynorth: To those who have supported our relief efforts following #HurricaneHarvey &amp; the approaching #Irma, your generosity speaks…",FALSE,0,NA,"2017-09-07 22:44:45",FALSE,NA,905924828816961536,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CoolTowelOnline",2,TRUE,FALSE,NA,NA,"Florida, USA","en","http://pbs.twimg.com/profile_images/836991873797537794/VDMF4sTZ_normal.jpg"
"1422","RT @Sewa_Global: @Sewa_Global Providing shelter in Atlanta for #hurricaneirma2017 #HurricaneIrma #HurricaneHarvey #hurricanirma #IrmaHurric…",FALSE,0,NA,"2017-09-07 22:44:44",FALSE,NA,905924827906797568,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IAm_SachinDev",9,TRUE,FALSE,NA,NA,"United States and Bharat","en","http://pbs.twimg.com/profile_images/841850728922599424/C008zsCF_normal.jpg"
"1423","RT @lisalocicerogh: Hangin with this guy ready to man the phones! #hurricaneharvey #DayofGiving 877-KABC7LA call us!! https://t.co/AZ8ya9rS…",FALSE,0,NA,"2017-09-07 22:44:42",FALSE,NA,905924819765661696,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","leianasstyle",199,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/885286051518001152/ZFE5LvMT_normal.jpg"
"1424","RT @AmbitEnergy: To support #HurricaneHarvey relief, we will donate $25,000 to @RedCross. If you'd like to help, text HARVEY to 90999 to ma…",FALSE,0,NA,"2017-09-07 22:44:38",FALSE,NA,905924799670751232,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScottyRudeAmbit",9,TRUE,FALSE,NA,NA,"McGraw, NY","en","http://pbs.twimg.com/profile_images/898678373643309057/T_UjUvY1_normal.jpg"
"1425","#HurricaneHarvey #HurricaneIrma #hurricaneirma2017 #nationalpreparednessmonth #BEREADY #beprepared #StormReady… https://t.co/2jAWk1Urv2",FALSE,2,NA,"2017-09-07 22:44:36",TRUE,NA,905924792972431360,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ServproNewtown",0,FALSE,FALSE,NA,NA,"Brookfield, CT","en","http://pbs.twimg.com/profile_images/856514990697848834/PNUp0UNE_normal.jpg"
